       5.2700000     0.034000000     0.049365315   1.4997912e-09
       5.7000000     0.035000000     0.073157676   2.1154057e-09
       6.2200000     0.030000000      0.47408344   1.0767782e-08
       6.6900000     0.070000000     0.051867332   2.5556796e-09
       7.4200000      0.12600000      0.12213157   9.7664145e-09
       7.6000000     0.044000000      0.43419640   1.1837661e-08
       7.8500000     0.053000000      0.32803946   1.0429726e-08
       8.3300000     0.050000000     0.097424673   2.7538136e-09
       8.6100000     0.039000000      0.28247519   6.0253510e-09
       10.680000     0.020000000     0.060942867   5.3743037e-10
       11.230000     0.012000000      0.57555178   2.8961862e-09
       11.330000     0.032000000      0.49768304   6.6193217e-09
       11.990000     0.045000000      0.14309597   2.5290726e-09
       12.620000     0.042000000      0.30417284   4.7670636e-09
       12.690000     0.013000000     0.057471162   2.7725047e-10
       13.480000     0.040000000     0.082217691   1.1488834e-09
       14.040000     0.016000000     0.015563085   8.3519744e-11
       14.190000     0.025000000     0.057682350   4.7856523e-10
       15.900000     0.020000000    0.0078260752   4.6357229e-11
       16.450000     0.014000000      0.15744441   6.3100088e-10
       17.040000     0.065000000      0.19620115   3.5244057e-09
       17.375000     0.012000000     0.072066604   2.3438568e-10
       17.870000     0.016000000     0.033148926   1.3976727e-10
       18.920000     0.019000000     0.059795475   2.8277523e-10
       33.100000     0.050000000      0.10088996   7.1767948e-10
