# wl(um)  tau
 17.5786  0.00000e+00
 17.5933  0.00000e+00
 17.6079  0.00000e+00
 17.6226  0.00000e+00
 17.6373  0.00000e+00
 17.6520  0.00000e+00
 17.6667  0.00000e+00
 17.6815  0.00000e+00
 17.6962  0.00000e+00
 17.7110  0.00000e+00
 17.7257  0.00000e+00
 17.7405  0.00000e+00
 17.7553  0.00000e+00
 17.7701  0.00000e+00
 17.7849  0.00000e+00
 17.7997  0.00000e+00
 17.8146  0.00000e+00
 17.8294  0.00000e+00
 17.8443  0.00000e+00
 17.8592  0.00000e+00
 17.8741  0.00000e+00
 17.8890  0.00000e+00
 17.9039  0.00000e+00
 17.9188  0.00000e+00
 17.9337  0.00000e+00
 17.9487  0.00000e+00
 17.9636  0.00000e+00
 17.9786  0.00000e+00
 17.9936  0.00000e+00
 18.0086  0.00000e+00
 18.0236  0.00000e+00
 18.0386  0.00000e+00
 18.0537  0.00000e+00
 18.0687  0.00000e+00
 18.0838  0.00000e+00
 18.0989  0.00000e+00
 18.1140  0.00000e+00
 18.1291  0.00000e+00
 18.1442  0.00000e+00
 18.1593  0.00000e+00
 18.1744  0.00000e+00
 18.1896  0.00000e+00
 18.2048  0.00000e+00
 18.2199  0.00000e+00
 18.2351  0.00000e+00
 18.2503  0.00000e+00
 18.2656  0.00000e+00
 18.2808  0.00000e+00
 18.2960  0.00000e+00
 18.3113  0.00000e+00
 18.3265  0.00000e+00
 18.3418  0.00000e+00
 18.3571  0.00000e+00
 18.3724  0.00000e+00
 18.3877  0.00000e+00
 18.4031  0.00000e+00
 18.4184  0.00000e+00
 18.4338  0.00000e+00
 18.4491  0.00000e+00
 18.4645  0.00000e+00
 18.4799  0.00000e+00
 18.4953  0.00000e+00
 18.5107  0.00000e+00
 18.5262  0.00000e+00
 18.5416  0.00000e+00
 18.5571  0.00000e+00
 18.5725  0.00000e+00
 18.5880  0.00000e+00
 18.6035  0.00000e+00
 18.6190  0.00000e+00
 18.6345  0.00000e+00
 18.6501  0.00000e+00
 18.6656  0.00000e+00
 18.6812  0.00000e+00
 18.6968  0.00000e+00
 18.7123  0.00000e+00
 18.7279  0.00000e+00
 18.7436  0.00000e+00
 18.7592  0.00000e+00
 18.7748  0.00000e+00
 18.7905  0.00000e+00
 18.8061  0.00000e+00
 18.8218  0.00000e+00
 18.8375  0.00000e+00
 18.8532  0.00000e+00
 18.8689  0.00000e+00
 18.8847  0.00000e+00
 18.9004  0.00000e+00
 18.9162  0.00000e+00
 18.9319  0.00000e+00
 18.9477  0.00000e+00
 18.9635  0.00000e+00
 18.9793  0.00000e+00
 18.9951  0.00000e+00
 19.0110  0.00000e+00
 19.0268  0.00000e+00
 19.0427  0.00000e+00
 19.0586  0.00000e+00
 19.0745  0.00000e+00
 19.0904  0.00000e+00
 19.1063  0.00000e+00
 19.1222  0.00000e+00
 19.1381  0.00000e+00
 19.1541  0.00000e+00
 19.1701  0.00000e+00
 19.1860  0.00000e+00
 19.2020  0.00000e+00
 19.2180  0.00000e+00
 19.2341  0.00000e+00
 19.2501  0.00000e+00
 19.2662  0.00000e+00
 19.2822  0.00000e+00
 19.2983  0.00000e+00
 19.3144  0.00000e+00
 19.3305  0.00000e+00
 19.3466  0.00000e+00
 19.3627  0.00000e+00
 19.3789  0.00000e+00
 19.3950  0.00000e+00
 19.4112  0.00000e+00
 19.4274  0.00000e+00
 19.4436  0.00000e+00
 19.4598  0.00000e+00
 19.4760  0.00000e+00
 19.4922  0.00000e+00
 19.5085  0.00000e+00
 19.5248  0.00000e+00
 19.5410  0.00000e+00
 19.5573  0.00000e+00
 19.5736  0.00000e+00
 19.5899  0.00000e+00
 19.6063  0.00000e+00
 19.6226  0.00000e+00
 19.6390  0.00000e+00
 19.6554  0.00000e+00
 19.6717  0.00000e+00
 19.6881  0.00000e+00
 19.7046  0.00000e+00
 19.7210  0.00000e+00
 19.7374  0.00000e+00
 19.7539  0.00000e+00
 19.7704  0.00000e+00
 19.7868  0.00000e+00
 19.8033  0.00000e+00
 19.8198  0.00000e+00
 19.8364  0.00000e+00
 19.8529  0.00000e+00
 19.8695  0.00000e+00
 19.8860  0.00000e+00
 19.9026  0.00000e+00
 19.9192  0.00000e+00
 19.9358  0.00000e+00
 19.9524  0.00000e+00
 19.9690  0.00000e+00
 19.9857  0.00000e+00
 20.0024  0.00000e+00
 20.0190  0.00000e+00
 20.0357  0.00000e+00
 20.0524  0.00000e+00
 20.0691  0.00000e+00
 20.0859  0.00000e+00
 20.1026  0.00000e+00
 20.1194  0.00000e+00
 20.1362  0.00000e+00
 20.1529  0.00000e+00
 20.1697  0.00000e+00
 20.1866  0.00000e+00
 20.2034  0.00000e+00
 20.2202  0.00000e+00
 20.2371  0.00000e+00
 20.2540  0.00000e+00
 20.2708  0.00000e+00
 20.2877  0.00000e+00
 20.3047  0.00000e+00
 20.3216  0.00000e+00
 20.3385  0.00000e+00
 20.3555  0.00000e+00
 20.3724  0.00000e+00
 20.3894  0.00000e+00
 20.4064  0.00000e+00
 20.4234  0.00000e+00
 20.4405  0.00000e+00
 20.4575  0.00000e+00
 20.4746  0.00000e+00
 20.4916  0.00000e+00
 20.5087  0.00000e+00
 20.5258  0.00000e+00
 20.5429  0.00000e+00
 20.5601  0.00000e+00
 20.5772  0.00000e+00
 20.5944  0.00000e+00
 20.6115  0.00000e+00
 20.6287  0.00000e+00
 20.6459  0.00000e+00
 20.6631  0.00000e+00
 20.6803  0.00000e+00
 20.6976  0.00000e+00
 20.7148  0.00000e+00
 20.7321  0.00000e+00
 20.7494  0.00000e+00
 20.7667  0.00000e+00
 20.7840  0.00000e+00
 20.8013  0.00000e+00
 20.8187  0.00000e+00
 20.8360  0.00000e+00
 20.8534  0.00000e+00
 20.8708  0.00000e+00
 20.8882  0.00000e+00
 20.9056  0.00000e+00
 20.9230  0.00000e+00
 20.9405  0.00000e+00
 20.9579  0.00000e+00
 20.9754  0.00000e+00
 20.9929  0.00000e+00
 21.0104  0.00000e+00
 21.0279  0.00000e+00
 21.0454  0.00000e+00
 21.0630  0.00000e+00
 21.0805  0.00000e+00
 21.0981  0.00000e+00
 21.1157  0.00000e+00
 21.1333  0.00000e+00
 21.1509  0.00000e+00
 21.1686  0.00000e+00
 21.1862  0.00000e+00
 21.2039  0.00000e+00
 21.2215  0.00000e+00
 21.2392  0.00000e+00
 21.2569  0.00000e+00
 21.2747  0.00000e+00
 21.2924  0.00000e+00
 21.3102  0.00000e+00
 21.3279  0.00000e+00
 21.3457  0.00000e+00
 21.3635  0.00000e+00
 21.3813  0.00000e+00
 21.3991  0.00000e+00
 21.4170  0.00000e+00
 21.4348  0.00000e+00
 21.4527  0.00000e+00
 21.4706  0.00000e+00
 21.4885  0.00000e+00
 21.5064  0.00000e+00
 21.5243  0.00000e+00
 21.5423  0.00000e+00
 21.5602  0.00000e+00
 21.5782  0.00000e+00
 21.5962  0.00000e+00
 21.6142  0.00000e+00
 21.6322  0.00000e+00
 21.6502  0.00000e+00
 21.6683  0.00000e+00
 21.6864  0.00000e+00
 21.7044  0.00000e+00
 21.7225  0.00000e+00
 21.7406  0.00000e+00
 21.7588  0.00000e+00
 21.7769  0.00000e+00
 21.7951  0.00000e+00
 21.8132  0.00000e+00
 21.8314  0.00000e+00
 21.8496  0.00000e+00
 21.8678  0.00000e+00
 21.8861  0.00000e+00
 21.9043  0.00000e+00
 21.9226  0.00000e+00
 21.9408  0.00000e+00
 21.9591  0.00000e+00
 21.9774  0.00000e+00
 21.9958  0.00000e+00
 22.0141  0.00000e+00
 22.0325  0.00000e+00
 22.0508  0.00000e+00
 22.0692  0.00000e+00
 22.0876  0.00000e+00
 22.1060  0.00000e+00
 22.1244  0.00000e+00
 22.1429  0.00000e+00
 22.1614  0.00000e+00
 22.1798  0.00000e+00
 22.1983  0.00000e+00
 22.2168  0.00000e+00
 22.2353  0.00000e+00
 22.2539  0.00000e+00
 22.2724  0.00000e+00
 22.2910  0.00000e+00
 22.3096  0.00000e+00
 22.3282  0.00000e+00
 22.3468  0.00000e+00
 22.3654  0.00000e+00
 22.3841  0.00000e+00
 22.4027  0.00000e+00
 22.4214  0.00000e+00
 22.4401  0.00000e+00
 22.4588  0.00000e+00
 22.4775  0.00000e+00
 22.4963  0.00000e+00
 22.5150  0.00000e+00
 22.5338  0.00000e+00
 22.5526  0.00000e+00
 22.5714  0.00000e+00
 22.5902  0.00000e+00
 22.6090  0.00000e+00
 22.6279  0.00000e+00
 22.6468  0.00000e+00
 22.6656  0.00000e+00
 22.6845  0.00000e+00
 22.7034  0.00000e+00
 22.7224  0.00000e+00
 22.7413  0.00000e+00
 22.7603  0.00000e+00
 22.7792  0.00000e+00
 22.7982  0.00000e+00
 22.8172  0.00000e+00
 22.8363  0.00000e+00
 22.8553  0.00000e+00
 22.8744  0.00000e+00
 22.8934  0.00000e+00
 22.9125  0.00000e+00
 22.9316  0.00000e+00
 22.9507  0.00000e+00
 22.9699  0.00000e+00
 22.9890  0.00000e+00
 23.0082  0.00000e+00
 23.0274  0.00000e+00
 23.0466  0.00000e+00
 23.0658  0.00000e+00
 23.0850  0.00000e+00
 23.1043  0.00000e+00
 23.1235  0.00000e+00
 23.1428  0.00000e+00
 23.1621  0.00000e+00
 23.1814  0.00000e+00
 23.2007  0.00000e+00
 23.2201  0.00000e+00
 23.2394  0.00000e+00
 23.2588  0.00000e+00
 23.2782  0.00000e+00
 23.2976  0.00000e+00
 23.3170  0.00000e+00
 23.3365  0.00000e+00
 23.3559  0.00000e+00
 23.3754  0.00000e+00
 23.3949  0.00000e+00
 23.4144  0.00000e+00
 23.4339  0.00000e+00
 23.4534  0.00000e+00
 23.4730  0.00000e+00
 23.4925  0.00000e+00
 23.5121  0.00000e+00
 23.5317  0.00000e+00
 23.5513  0.00000e+00
 23.5710  0.00000e+00
 23.5906  0.00000e+00
 23.6103  0.00000e+00
 23.6300  0.00000e+00
 23.6497  0.00000e+00
 23.6694  0.00000e+00
 23.6891  0.00000e+00
 23.7089  0.00000e+00
 23.7286  0.00000e+00
 23.7484  0.00000e+00
 23.7682  0.00000e+00
 23.7880  0.00000e+00
 23.8079  0.00000e+00
 23.8277  0.00000e+00
 23.8476  0.00000e+00
 23.8675  0.00000e+00
 23.8874  0.00000e+00
 23.9073  0.00000e+00
 23.9272  0.00000e+00
 23.9472  0.00000e+00
 23.9671  0.00000e+00
 23.9871  0.00000e+00
 24.0071  0.00000e+00
 24.0271  0.00000e+00
 24.0472  0.00000e+00
 24.0672  0.00000e+00
 24.0873  0.00000e+00
 24.1073  0.00000e+00
 24.1274  0.00000e+00
 24.1476  0.00000e+00
 24.1677  0.00000e+00
 24.1878  0.00000e+00
 24.2080  0.00000e+00
 24.2282  0.00000e+00
 24.2484  0.00000e+00
 24.2686  0.00000e+00
 24.2888  0.00000e+00
 24.3091  0.00000e+00
 24.3293  0.00000e+00
 24.3496  0.00000e+00
 24.3699  0.00000e+00
 24.3902  0.00000e+00
 24.4106  0.00000e+00
 24.4309  0.00000e+00
 24.4513  0.00000e+00
 24.4717  0.00000e+00
 24.4921  0.00000e+00
 24.5125  0.00000e+00
 24.5329  0.00000e+00
 24.5534  0.00000e+00
 24.5739  0.00000e+00
 24.5944  0.00000e+00
 24.6149  0.00000e+00
 24.6354  0.00000e+00
 24.6559  0.00000e+00
 24.6765  0.00000e+00
 24.6970  0.00000e+00
 24.7176  0.00000e+00
 24.7382  0.00000e+00
 24.7589  0.00000e+00
 24.7795  0.00000e+00
 24.8002  0.00000e+00
 24.8208  0.00000e+00
 24.8415  0.00000e+00
 24.8622  0.00000e+00
 24.8830  0.00000e+00
 24.9037  0.00000e+00
 24.9245  0.00000e+00
 24.9453  0.00000e+00
 24.9660  0.00000e+00
 24.9869  0.00000e+00
 25.0077  0.00000e+00
 25.0285  0.00000e+00
 25.0494  0.00000e+00
 25.0703  0.00000e+00
 25.0912  0.00000e+00
 25.1121  0.00000e+00
 25.1330  0.00000e+00
 25.1540  0.00000e+00
 25.1750  0.00000e+00
 25.1959  0.00000e+00
 25.2170  0.00000e+00
 25.2380  0.00000e+00
 25.2590  0.00000e+00
 25.2801  0.00000e+00
 25.3012  0.00000e+00
 25.3223  0.00000e+00
 25.3434  0.00000e+00
 25.3645  0.00000e+00
 25.3856  0.00000e+00
 25.4068  0.00000e+00
 25.4280  0.00000e+00
 25.4492  0.00000e+00
 25.4704  0.00000e+00
 25.4916  0.00000e+00
 25.5129  0.00000e+00
 25.5341  0.00000e+00
 25.5554  0.00000e+00
 25.5767  0.00000e+00
 25.5981  0.00000e+00
 25.6194  0.00000e+00
 25.6408  0.00000e+00
 25.6621  0.00000e+00
 25.6835  0.00000e+00
 25.7049  0.00000e+00
 25.7264  0.00000e+00
 25.7478  0.00000e+00
 25.7693  0.00000e+00
 25.7908  0.00000e+00
 25.8123  0.00000e+00
 25.8338  0.00000e+00
 25.8553  0.00000e+00
 25.8769  0.00000e+00
 25.8985  0.00000e+00
 25.9200  0.00000e+00
 25.9417  0.00000e+00
 25.9633  0.00000e+00
 25.9849  0.00000e+00
 26.0066  0.00000e+00
 26.0283  0.00000e+00
 26.0500  0.00000e+00
 26.0717  0.00000e+00
 26.0934  0.00000e+00
 26.1152  0.00000e+00
 26.1369  0.00000e+00
 26.1587  0.00000e+00
 26.1805  0.00000e+00
 26.2024  0.00000e+00
 26.2242  0.00000e+00
 26.2461  0.00000e+00
 26.2680  0.00000e+00
 26.2899  0.00000e+00
 26.3118  0.00000e+00
 26.3337  0.00000e+00
 26.3557  0.00000e+00
 26.3776  0.00000e+00
 26.3996  0.00000e+00
 26.4216  0.00000e+00
 26.4437  0.00000e+00
 26.4657  0.00000e+00
 26.4878  0.00000e+00
 26.5099  0.00000e+00
 26.5320  0.00000e+00
 26.5541  0.00000e+00
 26.5762  0.00000e+00
 26.5984  0.00000e+00
 26.6205  0.00000e+00
 26.6427  0.00000e+00
 26.6650  0.00000e+00
 26.6872  0.00000e+00
 26.7094  0.00000e+00
 26.7317  0.00000e+00
 26.7540  0.00000e+00
 26.7763  0.00000e+00
 26.7986  0.00000e+00
 26.8210  0.00000e+00
 26.8433  0.00000e+00
 26.8657  0.00000e+00
 26.8881  0.00000e+00
 26.9105  0.00000e+00
 26.9329  0.00000e+00
 26.9554  0.00000e+00
 26.9779  0.00000e+00
 27.0004  0.00000e+00
 27.0229  0.00000e+00
 27.0454  0.00000e+00
 27.0679  0.00000e+00
 27.0905  0.00000e+00
 27.1131  0.00000e+00
 27.1357  0.00000e+00
 27.1583  0.00000e+00
 27.1810  0.00000e+00
 27.2036  0.00000e+00
 27.2263  0.00000e+00
 27.2490  0.00000e+00
 27.2717  0.00000e+00
 27.2944  0.00000e+00
 27.3172  0.00000e+00
 27.3400  0.00000e+00
 27.3628  0.00000e+00
 27.3856  0.00000e+00
 27.4084  0.00000e+00
 27.4313  0.00000e+00
 27.4541  0.00000e+00
 27.4770  0.00000e+00
 27.4999  0.00000e+00
 27.5229  0.00000e+00
 27.5458  0.00000e+00
 27.5688  0.00000e+00
 27.5917  0.00000e+00
 27.6147  0.00000e+00
 27.6378  0.00000e+00
 27.6608  0.00000e+00
 27.6839  0.00000e+00
 27.7070  0.00000e+00
 27.7301  0.00000e+00
 27.7532  0.00000e+00
 27.7763  0.00000e+00
 27.7995  0.00000e+00
 27.8226  0.00000e+00
 27.8458  0.00000e+00
 27.8690  0.00000e+00
 27.8923  0.00000e+00
 27.9155  0.00000e+00
 27.9388  0.00000e+00
 27.9621  0.00000e+00
 27.9854  0.00000e+00
 28.0087  0.00000e+00
 28.0321  0.00000e+00
 28.0555  0.00000e+00
 28.0789  0.00000e+00
 28.1023  0.00000e+00
 28.1257  0.00000e+00
 28.1491  0.00000e+00
 28.1726  0.00000e+00
 28.1961  0.00000e+00
 28.2196  0.00000e+00
 28.2431  0.00000e+00
 28.2667  0.00000e+00
 28.2902  0.00000e+00
 28.3138  0.00000e+00
 28.3374  0.00000e+00
 28.3611  0.00000e+00
 28.3847  0.00000e+00
 28.4084  0.00000e+00
 28.4320  0.00000e+00
 28.4557  0.00000e+00
 28.4795  0.00000e+00
 28.5032  0.00000e+00
 28.5270  0.00000e+00
 28.5507  0.00000e+00
 28.5746  0.00000e+00
 28.5984  0.00000e+00
 28.6222  0.00000e+00
 28.6461  0.00000e+00
 28.6700  0.00000e+00
 28.6939  0.00000e+00
 28.7178  0.00000e+00
 28.7417  0.00000e+00
 28.7657  0.00000e+00
 28.7897  0.00000e+00
 28.8137  0.00000e+00
 28.8377  0.00000e+00
 28.8617  0.00000e+00
 28.8858  0.00000e+00
 28.9099  0.00000e+00
 28.9340  0.00000e+00
 28.9581  0.00000e+00
 28.9822  0.00000e+00
 29.0064  0.00000e+00
 29.0306  0.00000e+00
 29.0548  0.00000e+00
 29.0790  0.00000e+00
 29.1033  0.00000e+00
 29.1275  0.00000e+00
 29.1518  0.00000e+00
 29.1761  0.00000e+00
 29.2004  0.00000e+00
 29.2248  0.00000e+00
 29.2491  0.00000e+00
 29.2735  0.00000e+00
 29.2979  0.00000e+00
 29.3223  0.00000e+00
 29.3468  0.00000e+00
 29.3713  0.00000e+00
 29.3957  0.00000e+00
 29.4203  0.00000e+00
 29.4448  0.00000e+00
 29.4693  0.00000e+00
 29.4939  0.00000e+00
 29.5185  0.00000e+00
 29.5431  0.00000e+00
 29.5677  0.00000e+00
 29.5924  0.00000e+00
 29.6170  0.00000e+00
 29.6417  0.00000e+00
 29.6664  0.00000e+00
 29.6912  0.00000e+00
 29.7159  0.00000e+00
 29.7407  0.00000e+00
 29.7655  0.00000e+00
 29.7903  0.00000e+00
 29.8152  0.00000e+00
 29.8400  0.00000e+00
 29.8649  0.00000e+00
 29.8898  0.00000e+00
 29.9147  0.00000e+00
 29.9396  0.00000e+00
 29.9646  0.00000e+00
 29.9896  0.00000e+00
 30.0146  0.00000e+00
 30.0396  0.00000e+00
 30.0647  0.00000e+00
 30.0897  0.00000e+00
 30.1148  0.00000e+00
 30.1399  0.00000e+00
 30.1650  0.00000e+00
 30.1902  0.00000e+00
 30.2153  0.00000e+00
 30.2405  0.00000e+00
 30.2657  0.00000e+00
 30.2910  0.00000e+00
 30.3162  0.00000e+00
 30.3415  0.00000e+00
 30.3668  0.00000e+00
 30.3921  0.00000e+00
 30.4175  0.00000e+00
 30.4428  0.00000e+00
 30.4682  0.00000e+00
 30.4936  0.00000e+00
 30.5190  0.00000e+00
 30.5445  0.00000e+00
 30.5699  0.00000e+00
 30.5954  0.00000e+00
 30.6209  0.00000e+00
 30.6464  0.00000e+00
 30.6720  0.00000e+00
 30.6976  0.00000e+00
 30.7232  0.00000e+00
 30.7488  0.00000e+00
 30.7744  0.00000e+00
 30.8001  0.00000e+00
 30.8257  0.00000e+00
 30.8514  0.00000e+00
 30.8772  0.00000e+00
 30.9029  0.00000e+00
 30.9287  0.00000e+00
 30.9544  0.00000e+00
 30.9803  0.00000e+00
 31.0061  0.00000e+00
 31.0319  0.00000e+00
 31.0578  0.00000e+00
 31.0837  0.00000e+00
 31.1096  0.00000e+00
 31.1355  0.00000e+00
 31.1615  0.00000e+00
 31.1875  0.00000e+00
 31.2135  0.00000e+00
 31.2395  0.00000e+00
 31.2655  0.00000e+00
 31.2916  0.00000e+00
 31.3177  0.00000e+00
 31.3438  0.00000e+00
 31.3699  0.00000e+00
 31.3961  0.00000e+00
 31.4223  0.00000e+00
 31.4485  0.00000e+00
 31.4747  0.00000e+00
 31.5009  0.00000e+00
 31.5272  0.00000e+00
 31.5535  0.00000e+00
 31.5798  0.00000e+00
 31.6061  0.00000e+00
 31.6324  0.00000e+00
 31.6588  0.00000e+00
 31.6852  0.00000e+00
 31.7116  0.00000e+00
 31.7381  0.00000e+00
 31.7645  0.00000e+00
 31.7910  0.00000e+00
 31.8175  0.00000e+00
 31.8440  0.00000e+00
 31.8706  0.00000e+00
 31.8971  0.00000e+00
 31.9237  0.00000e+00
 31.9504  0.00000e+00
 31.9770  0.00000e+00
 32.0037  0.00000e+00
 32.0303  0.00000e+00
 32.0570  0.00000e+00
 32.0838  0.00000e+00
 32.1105  0.00000e+00
 32.1373  0.00000e+00
 32.1641  0.00000e+00
 32.1909  0.00000e+00
 32.2177  0.00000e+00
 32.2446  0.00000e+00
 32.2715  0.00000e+00
 32.2984  0.00000e+00
 32.3253  0.00000e+00
 32.3522  0.00000e+00
 32.3792  0.00000e+00
 32.4062  0.00000e+00
 32.4332  0.00000e+00
 32.4603  0.00000e+00
 32.4873  0.00000e+00
 32.5144  0.00000e+00
 32.5415  0.00000e+00
 32.5686  0.00000e+00
 32.5958  0.00000e+00
 32.6230  0.00000e+00
 32.6502  0.00000e+00
 32.6774  0.00000e+00
 32.7046  0.00000e+00
 32.7319  0.00000e+00
 32.7592  0.00000e+00
 32.7865  0.00000e+00
 32.7922  0.00000e+00
 33.5560  0.00000e+00
 34.3376  0.00000e+00
 35.1374  0.00000e+00
 35.9559  0.00000e+00
 36.7934  0.00000e+00
 37.6504  0.00000e+00
 38.5274  0.00000e+00
 39.4249  0.00000e+00
 40.3432  0.00000e+00
 41.2829  0.00000e+00
 42.2445  0.00000e+00
 43.2285  0.00000e+00
 44.2354  0.00000e+00
