       5.2700000     0.034000000     0.016512786   5.0168284e-10
       5.7000000     0.035000000     0.025924807   7.4963405e-10
       6.2200000     0.030000000      0.45505300   1.0335546e-08
       6.6900000     0.070000000      0.11417249   5.6256662e-09
       7.4200000      0.12600000      0.23666455   1.8925198e-08
       7.6000000     0.044000000      0.41851521   1.1410138e-08
       7.8500000     0.053000000      0.36058869   1.1464600e-08
       8.3300000     0.050000000      0.11983130   3.3871613e-09
       8.6100000     0.039000000      0.31549341   6.7296477e-09
       10.680000     0.020000000     0.061839913   5.4534105e-10
       11.230000     0.012000000      0.55179283   2.7766307e-09
       11.330000     0.032000000      0.51644720   6.8688903e-09
       11.990000     0.045000000      0.16884574   2.9841732e-09
       12.620000     0.042000000      0.36699027   5.7515523e-09
       12.690000     0.013000000     0.034140880   1.6470130e-10
       13.480000     0.040000000      0.12225124   1.7082993e-09
       14.040000     0.016000000     0.028010625   1.5031982e-10
       14.190000     0.025000000     0.065626385   5.4447341e-10
       15.900000     0.020000000    0.0099265863   5.8799466e-11
       16.450000     0.014000000      0.14482178   5.8041228e-10
       17.040000     0.065000000      0.17318619   3.1109829e-09
       17.375000     0.012000000     0.068938518   2.2421206e-10
       17.870000     0.016000000     0.021093910   8.8939174e-11
       18.920000     0.019000000     0.050208036   2.3743585e-10
       33.100000     0.050000000      0.15122157   1.0757128e-09
